pitch_acc,roll_acc,pitch_gyro,roll_gyro,pitch_comp,roll_comp
16.41,42.84,26.47,68.69,16.69,62.20
22.80,49.14,25.02,71.03,15.26,64.48
13.48,49.61,23.75,73.37,13.98,66.75
14.59,54.77,22.63,75.70,12.86,69.03
19.54,54.73,21.98,77.71,12.24,70.97
20.61,59.53,21.19,79.59,11.48,72.80
8.31,57.01,20.84,81.54,11.11,74.68
15.20,61.90,21.05,83.37,11.33,76.44
20.64,63.75,21.05,85.19,11.36,78.20
12.50,65.21,20.67,87.02,10.98,79.98
17.08,66.35,21.02,88.73,11.35,81.63
20.65,70.61,20.99,90.56,11.35,83.41
20.28,72.68,20.73,92.40,11.12,85.19
22.14,73.01,20.81,94.23,11.24,86.96
24.78,75.28,20.89,95.87,11.36,88.56
17.85,77.09,20.76,97.35,11.26,89.98
22.14,79.51,20.78,98.95,11.32,91.53
30.34,81.67,20.76,100.54,11.37,93.07
25.41,83.38,20.55,102.02,11.20,94.51
25.12,84.83,20.49,103.37,11.19,95.82
18.24,86.63,20.60,104.54,11.33,96.94
22.67,87.17,20.73,105.58,11.50,97.94
43.97,87.94,20.87,106.64,11.76,98.96
34.04,89.75,20.81,107.57,11.78,99.85
41.53,90.93,21.04,108.42,12.12,100.65
61.08,92.13,21.06,109.03,12.33,101.23
59.81,92.84,21.08,109.37,12.53,101.53
61.51,91.42,21.12,109.54,12.76,101.66
89.66,93.88,21.26,109.65,13.20,101.74
105.41,94.48,21.30,109.37,13.60,101.43
90.56,94.01,21.68,108.43,14.29,100.47
93.43,94.16,22.32,106.92,15.24,98.94
77.85,92.21,23.00,104.72,16.16,96.72
62.73,89.80,23.62,101.69,16.95,93.67
25.96,85.81,23.89,98.42,17.25,90.38
12.54,79.50,24.89,94.96,18.22,86.90
24.75,76.19,25.41,91.44,18.76,83.35
1.56,69.13,25.42,88.20,18.69,80.06
10.56,65.35,26.55,85.12,19.78,76.93
8.59,62.06,27.19,82.09,20.37,73.86
7.95,57.91,28.17,79.07,21.29,70.79
10.66,56.19,29.20,76.07,22.26,67.74
16.42,48.73,29.27,72.89,22.31,64.50
11.95,50.32,28.73,69.64,21.73,61.20
9.84,45.27,29.12,66.17,22.06,57.69
14.54,42.03,28.73,62.83,21.63,54.29
11.77,39.76,27.34,59.55,20.21,50.97
2.16,36.14,26.37,56.36,19.16,47.74
3.29,32.08,26.23,53.26,18.95,44.58
5.50,28.98,25.41,50.85,18.07,42.12
5.20,23.28,25.23,48.66,17.83,39.86
1.74,25.35,24.97,46.32,17.50,37.47
0.99,23.79,25.52,44.09,17.98,35.20
2.15,18.98,25.42,42.01,17.81,33.06
4.51,18.45,24.84,40.09,17.17,31.09
2.13,15.95,24.25,38.42,16.51,29.37
1.58,13.89,24.24,36.71,16.44,27.60
2.83,11.34,24.73,34.89,16.87,25.72
4.23,9.68,25.00,33.74,17.08,24.51
4.45,9.40,24.37,32.83,16.39,23.55
2.58,8.26,24.15,31.56,16.12,22.22
0.66,7.47,24.05,30.30,15.95,20.90
3.12,5.60,23.95,29.36,15.79,19.91
1.80,4.89,24.25,28.30,16.03,18.79
2.35,2.72,24.20,27.18,15.91,17.61
4.17,2.96,23.82,26.05,15.48,16.43
3.46,1.87,24.62,24.90,16.23,15.22
4.74,0.74,25.72,23.97,17.27,14.23
6.13,-0.46,26.38,23.04,17.87,13.26
4.40,-3.26,26.77,22.36,18.20,12.51
6.05,-1.30,27.37,21.77,18.75,11.86
7.56,-2.63,28.61,21.42,19.94,11.46
9.68,-2.90,31.45,21.18,22.72,11.17
10.43,-4.25,33.83,21.14,25.03,11.06
14.52,-3.29,36.20,21.33,27.34,11.20
14.90,-1.67,39.29,21.48,30.36,11.30
20.31,-2.68,42.06,21.70,33.07,11.45
22.34,-0.98,45.01,21.94,35.97,11.64
25.94,-2.33,46.66,22.25,37.57,11.89
27.44,0.29,48.87,22.30,39.72,11.90
30.31,-2.30,50.83,22.53,41.62,12.07
32.87,-0.32,52.24,23.08,42.99,12.57
32.29,-0.85,54.49,23.97,45.18,13.40
36.72,1.65,56.14,24.99,46.78,14.37
37.81,1.77,56.69,26.27,47.29,15.60
36.90,4.73,57.33,27.91,47.88,17.19
37.55,4.99,57.89,29.58,48.39,18.80
39.43,10.67,57.93,31.46,48.39,20.64
40.03,14.74,57.99,33.43,48.41,22.58
39.59,13.46,58.87,35.16,49.24,24.27
41.54,15.52,58.86,37.28,49.20,26.34
42.06,21.71,58.03,39.36,48.34,28.39
41.02,23.73,57.76,41.16,48.03,30.17
40.30,25.56,56.81,43.03,47.04,32.01
40.60,26.75,55.68,44.92,45.89,33.87
40.65,28.58,53.85,46.51,44.03,35.44
37.26,30.52,51.54,47.78,41.70,36.68
35.33,31.75,48.99,49.06,39.14,37.94
33.58,33.02,46.93,49.77,37.06,38.62
30.50,30.74,44.28,49.87,34.38,38.69
26.03,31.77,40.20,50.21,30.28,39.01
23.59,29.32,37.49,49.96,27.55,38.72
18.45,28.98,33.68,49.59,23.71,38.30
14.48,29.75,29.44,49.18,19.44,37.86
10.69,27.90,25.29,48.57,15.27,37.21
2.82,25.68,21.48,47.86,11.42,36.46
0.16,26.65,18.19,47.18,8.09,35.74
-3.34,24.89,15.57,46.20,5.43,34.72
-7.09,23.45,12.31,45.37,2.12,33.85
-9.60,22.97,8.94,44.56,-1.28,33.00
-12.61,21.98,6.98,43.18,-3.29,31.59
-16.78,21.35,4.70,41.85,-5.62,30.22
-19.01,21.07,1.99,40.68,-8.38,29.01
-20.00,17.88,-0.14,39.02,-10.55,27.32
-22.57,16.69,-2.25,37.34,-12.71,25.61
-25.80,14.71,-4.09,35.58,-14.61,23.81
-27.71,12.74,-6.87,34.14,-17.43,22.33
-32.02,9.28,-10.14,32.83,-20.75,20.97
-33.98,8.11,-12.82,31.36,-23.48,19.45
-36.24,7.42,-14.79,30.13,-25.50,18.19
-38.74,5.43,-17.07,28.78,-27.83,16.79
-44.04,1.73,-19.24,27.16,-30.06,15.11
-40.74,3.72,-19.31,25.72,-30.18,13.63
-43.10,-2.94,-19.09,24.18,-30.02,12.03
-41.58,-3.59,-16.64,22.06,-27.63,9.86
-38.59,-5.43,-14.29,20.19,-25.34,7.93
-35.06,-7.42,-12.96,18.75,-24.06,6.44
-37.21,-10.06,-9.27,17.25,-20.45,4.87
-27.60,-11.70,-6.03,16.37,-17.26,3.93
-26.94,-10.68,-3.49,15.71,-14.77,3.22
-23.55,-11.60,0.97,15.24,-10.37,2.69
-18.63,-12.01,4.73,14.99,-6.66,2.38
-15.22,-11.24,8.34,15.04,-3.11,2.38
-8.57,-11.48,12.15,15.78,0.66,3.06
-4.90,-9.63,15.32,16.28,3.79,3.50
-3.37,-7.98,18.65,16.86,7.07,4.04
-1.70,-9.80,21.83,18.09,10.20,5.21
-0.81,-8.67,23.92,19.36,12.23,6.41
5.73,-5.41,25.14,20.20,13.42,7.21
3.22,-6.21,25.61,20.78,13.83,7.73
5.00,-6.18,25.08,21.34,13.27,8.23
4.32,-4.22,24.45,21.90,12.59,8.74
3.12,-3.59,24.05,22.37,12.15,9.15
3.94,-2.79,23.58,22.94,11.64,9.68
3.31,-2.72,23.18,23.91,11.20,10.59
2.61,-2.35,22.50,24.90,10.49,11.53
1.88,-1.00,21.98,25.44,9.93,12.02
0.68,-1.64,21.60,25.64,9.50,12.16
2.26,-2.55,21.28,25.70,9.16,12.17
-0.72,-1.37,20.80,25.66,8.63,12.06
1.31,0.71,20.42,25.59,8.22,11.95
1.34,0.45,20.60,25.62,8.36,11.94
0.12,-1.67,20.49,25.93,8.22,12.19
0.72,0.36,20.29,26.15,7.98,12.36
1.39,1.51,20.23,26.20,7.88,12.37
0.30,0.12,20.57,26.13,8.19,12.25
-1.18,-0.78,20.61,26.14,8.19,12.21
1.62,0.33,20.32,26.22,7.86,12.24
1.11,0.54,20.46,26.14,7.97,12.11
0.32,-0.54,20.64,26.07,8.12,11.99
0.57,0.23,20.68,26.09,8.12,11.96
1.33,0.80,20.89,26.10,8.29,11.92
0.83,-0.09,20.90,26.16,8.27,11.94
0.63,0.47,21.15,26.10,8.48,11.83
1.90,0.03,21.37,26.04,8.66,11.73
2.44,-0.30,21.35,26.07,8.61,11.71
2.02,0.15,21.32,26.10,8.55,11.69
1.81,0.69,21.31,26.14,8.51,11.69
1.43,0.50,21.30,26.14,8.47,11.64
2.27,0.27,21.30,26.18,8.43,11.64
0.90,-0.16,21.24,26.20,8.34,11.61
1.56,0.39,21.09,26.26,8.15,11.62
2.02,0.51,21.06,26.37,8.09,11.69
1.73,0.60,21.15,26.33,8.15,11.60
1.95,0.53,21.10,26.28,8.07,11.52
1.87,0.61,21.18,26.25,8.11,11.43
1.05,0.27,21.35,26.18,8.25,11.32
1.94,0.55,21.49,26.16,8.36,11.26
2.09,-0.02,21.49,26.15,8.32,11.21
2.20,0.31,21.55,26.14,8.36,11.15
2.71,0.16,21.56,26.13,8.34,11.10
0.41,0.17,21.37,26.13,8.11,11.05
2.86,0.29,21.28,26.13,8.00,11.01
1.80,0.24,21.16,26.12,7.84,10.96
1.86,0.18,21.04,26.11,7.70,10.91
1.79,0.15,21.04,26.11,7.67,10.86
1.38,0.58,21.09,26.10,7.68,10.81
2.03,0.24,21.15,26.10,7.71,10.76
1.65,0.46,21.24,26.08,7.77,10.71
2.12,-0.09,21.28,26.08,7.78,10.66
2.13,-0.29,21.27,26.06,7.75,10.60
2.03,0.30,21.27,26.05,7.72,10.55
1.85,-0.01,21.20,26.05,7.61,10.50
1.94,0.33,21.12,26.05,7.51,10.46
2.10,0.23,21.07,26.04,7.43,10.41
1.92,0.59,21.04,26.04,7.37,10.37
1.91,0.78,21.05,26.03,7.36,10.32
1.11,0.26,21.06,26.02,7.33,10.27
1.46,-0.03,20.96,26.01,7.21,10.23
1.76,-0.03,20.93,26.01,7.14,10.18
1.33,0.21,20.88,26.01,7.07,10.14
1.54,0.10,20.92,26.01,7.08,10.10
1.63,0.22,20.98,26.00,7.11,10.05
1.72,0.90,20.97,25.99,7.07,10.01
1.69,-0.04,21.00,25.98,7.07,9.96
0.50,0.35,20.99,25.98,7.03,9.91
2.20,0.16,20.97,25.97,6.99,9.86
1.92,0.60,20.98,25.96,6.97,9.82
1.47,0.31,20.95,25.96,6.91,9.78
1.46,0.24,20.95,25.95,6.88,9.73
2.28,0.30,20.91,25.94,6.82,9.68
1.27,-0.01,20.90,25.93,6.78,9.64
3.29,0.39,20.86,25.93,6.72,9.59
1.56,0.42,20.85,25.92,6.69,9.55
1.82,0.27,20.87,25.91,6.68,9.51
2.04,0.09,20.84,25.91,6.62,9.47
1.91,0.46,20.81,25.91,6.57,9.43
1.94,0.66,20.83,25.90,6.56,9.39
1.96,0.45,20.84,25.90,6.55,9.35
2.22,0.44,20.84,25.89,6.53,9.31
2.09,0.03,20.83,25.89,6.49,9.27
1.86,0.33,20.83,25.89,6.46,9.23
1.48,0.21,20.79,25.88,6.40,9.18
1.64,0.17,20.77,25.87,6.36,9.14
2.06,0.06,20.80,25.87,6.36,9.11
1.86,0.22,20.84,25.87,6.38,9.07
1.53,0.36,20.94,25.87,6.45,9.03
2.63,-0.14,21.25,25.86,6.73,8.98
2.36,0.42,21.33,25.85,6.79,8.94
2.58,0.12,21.42,25.84,6.86,8.89
2.34,0.49,21.38,25.84,6.80,8.86
2.55,0.40,21.29,25.83,6.68,8.82
2.55,0.59,21.10,25.83,6.47,8.78
1.58,0.52,21.16,25.82,6.51,8.74
2.33,-0.15,21.27,25.81,6.59,8.69
2.35,0.07,21.26,25.80,6.56,8.65
2.95,-0.07,21.17,25.80,6.45,8.61
2.73,0.42,20.99,25.79,6.25,8.58
2.10,0.46,20.85,25.79,6.09,8.54
2.78,0.27,20.84,25.78,6.06,8.50
2.36,0.03,20.88,25.78,6.08,8.46
2.25,0.42,20.96,25.77,6.13,8.42
2.45,0.30,20.91,25.76,6.06,8.37
1.94,0.55,20.97,25.75,6.10,8.33
2.55,0.30,20.98,25.74,6.09,8.29
2.09,0.31,20.91,25.73,6.00,8.25
1.78,0.21,20.97,25.72,6.04,8.21
2.11,0.43,21.04,25.71,6.08,8.17
2.40,0.68,21.05,25.71,6.07,8.13
2.30,0.58,21.03,25.71,6.04,8.10
2.11,0.27,21.02,25.70,5.99,8.07
2.09,0.03,20.99,25.69,5.94,8.03
2.27,0.00,20.93,25.69,5.86,7.99
2.07,0.37,20.88,25.68,5.79,7.95
2.23,0.28,20.95,25.68,5.84,7.92
2.32,0.65,20.94,25.67,5.81,7.88
2.01,0.18,20.91,25.66,5.77,7.84
2.14,0.42,20.89,25.66,5.72,7.80
2.94,-0.42,20.88,25.65,5.70,7.77
2.09,0.14,20.90,25.64,5.70,7.73
2.50,0.64,20.96,25.63,5.73,7.69
2.62,-0.20,20.99,25.63,5.74,7.65
2.23,0.57,20.99,25.62,5.73,7.61
2.54,0.62,21.00,25.60,5.71,7.57
2.33,0.61,20.98,25.60,5.67,7.54
2.52,0.87,20.93,25.59,5.61,7.50
1.97,0.68,20.95,25.58,5.61,7.47
2.90,0.97,21.06,25.58,5.70,7.44
2.66,-0.09,21.17,25.57,5.79,7.40
2.19,-0.36,21.17,25.58,5.77,7.38
1.88,-2.05,21.02,25.57,5.60,7.34
3.56,1.50,20.32,25.57,4.89,7.30
1.25,0.00,19.98,25.56,4.53,7.27
1.62,0.27,19.81,25.54,4.34,7.23
1.61,0.15,19.76,25.53,4.28,7.19
1.35,0.42,19.76,25.53,4.25,7.15
1.61,0.39,19.73,25.52,4.21,7.12
1.48,0.48,19.70,25.52,4.16,7.09
1.45,0.19,19.69,25.52,4.13,7.06
1.54,-0.06,19.66,25.51,4.09,7.03
1.55,-0.28,19.63,25.51,4.05,6.99
1.15,0.09,19.63,25.50,4.03,6.96
1.11,0.03,19.61,25.49,3.99,6.92
1.22,0.50,19.59,25.48,3.95,6.88
1.23,0.52,19.57,25.47,3.91,6.85
1.11,0.54,19.57,25.47,3.89,6.82
1.32,0.22,19.56,25.46,3.87,6.79
1.86,0.49,19.54,25.46,3.84,6.76
1.59,0.14,19.54,25.46,3.82,6.73
1.31,-0.03,19.53,25.45,3.79,6.70
1.12,0.07,19.51,25.45,3.75,6.67
1.46,0.45,19.49,25.44,3.72,6.64
1.51,0.61,19.48,25.43,3.69,6.60
1.53,0.37,19.47,25.43,3.67,6.58
1.52,0.25,19.45,25.43,3.64,6.55
1.42,0.27,19.44,25.42,3.61,6.52
1.48,0.01,19.42,25.42,3.58,6.49
1.47,0.06,19.40,25.41,3.55,6.46
1.95,0.15,19.39,25.41,3.52,6.42
1.41,0.24,19.38,25.40,3.49,6.39
1.33,0.13,19.37,25.40,3.47,6.36
1.11,0.31,19.35,25.38,3.43,6.33
1.08,0.45,19.34,25.38,3.40,6.30
1.56,0.09,19.33,25.37,3.38,6.26
1.59,0.53,19.31,25.37,3.35,6.24
1.72,0.08,19.30,25.36,3.33,6.21
1.45,-0.01,19.28,25.36,3.30,6.18
1.23,0.06,19.27,25.35,3.27,6.15
1.71,0.06,19.25,25.35,3.24,6.12
1.36,0.34,19.23,25.34,3.21,6.09
1.31,0.13,19.22,25.33,3.18,6.06
1.48,0.00,19.21,25.33,3.16,6.03
0.95,0.13,19.20,25.33,3.13,6.00
1.52,0.40,19.18,25.32,3.10,5.98
1.41,0.30,19.16,25.32,3.07,5.95
1.69,0.15,19.15,25.31,3.05,5.91
1.48,0.25,19.14,25.30,3.02,5.88
1.11,0.17,19.13,25.29,3.00,5.85
1.49,0.22,19.12,25.28,2.98,5.82
1.73,0.27,19.12,25.27,2.96,5.79
1.22,0.24,19.10,25.27,2.93,5.77
1.57,0.07,19.08,25.27,2.91,5.74
1.54,0.39,19.07,25.26,2.88,5.71
1.45,0.43,19.06,25.25,2.86,5.68
1.30,-0.01,19.05,25.25,2.83,5.66
1.39,0.34,19.03,25.24,2.80,5.63
1.35,-0.07,19.01,25.24,2.78,5.60
1.55,0.07,19.00,25.23,2.75,5.57
1.67,0.15,18.99,25.23,2.73,5.54
1.31,0.16,18.98,25.22,2.71,5.51
1.54,0.43,18.97,25.21,2.69,5.49
1.28,0.60,18.96,25.21,2.67,5.46
1.34,0.33,18.96,25.20,2.65,5.43
1.50,0.47,18.95,25.18,2.63,5.40
1.31,0.06,18.93,25.18,2.60,5.37
1.34,0.38,18.92,25.17,2.58,5.34
1.45,0.22,18.91,25.17,2.56,5.32
1.32,0.59,18.89,25.16,2.53,5.29
1.52,-0.23,18.88,25.16,2.51,5.27
1.16,0.27,18.87,25.16,2.48,5.25
1.45,0.24,18.85,25.16,2.45,5.23
0.92,0.21,18.83,25.15,2.43,5.20
1.39,-0.09,18.81,25.15,2.40,5.18
1.10,0.43,18.80,25.14,2.38,5.15
1.25,0.34,18.79,25.14,2.35,5.13
1.35,0.31,18.77,25.13,2.32,5.11
1.49,0.48,18.75,25.13,2.29,5.08
1.22,0.32,18.73,25.12,2.27,5.06
1.35,0.52,18.72,25.12,2.24,5.04
1.21,0.03,18.70,25.11,2.22,5.01
1.31,-0.04,18.69,25.10,2.19,4.98
1.29,0.30,18.67,25.10,2.16,4.96
1.29,0.30,18.64,25.10,2.13,4.94
1.02,0.00,18.64,25.10,2.11,4.92
1.18,0.37,18.66,25.09,2.12,4.89
1.68,0.19,18.63,25.09,2.08,4.87
1.27,0.43,18.60,25.08,2.04,4.84
1.24,0.33,18.58,25.07,2.02,4.82
2.10,-1.88,18.60,25.07,2.03,4.79
1.85,-0.03,18.59,25.06,2.01,4.76
1.19,0.13,18.60,25.05,2.02,4.73
1.50,0.45,18.60,25.04,2.00,4.70
1.43,0.03,18.56,25.04,1.96,4.68
1.53,0.18,18.57,25.03,1.96,4.65
1.49,0.57,18.58,25.03,1.96,4.64
1.97,0.82,18.58,25.02,1.95,4.61
0.19,-0.42,18.55,25.02,1.91,4.60
1.39,0.13,18.52,25.01,1.87,4.57
1.27,0.52,18.54,25.01,1.88,4.55
2.05,0.06,18.52,25.00,1.86,4.53
1.08,0.18,18.49,25.00,1.82,4.50
2.20,0.03,18.49,25.00,1.82,4.48
1.06,0.13,18.54,24.99,1.85,4.46
1.70,0.49,18.56,24.99,1.86,4.44
1.35,0.53,18.56,24.99,1.86,4.42
1.85,0.27,18.61,24.98,1.90,4.40
1.66,0.15,18.67,24.97,1.96,4.37
1.98,0.22,18.65,24.97,1.93,4.35
1.95,0.43,18.61,24.97,1.89,4.34
1.94,0.18,18.61,24.97,1.88,4.32
1.76,0.22,18.63,24.96,1.89,4.30
1.73,0.26,18.65,24.96,1.90,4.28
2.47,0.60,18.63,24.95,1.88,4.26
1.85,0.01,18.58,24.94,1.82,4.23
1.90,0.14,18.55,24.93,1.79,4.20
1.30,-0.01,18.53,24.93,1.76,4.19
1.96,-0.04,18.53,24.93,1.76,4.16
1.75,0.18,18.53,24.92,1.74,4.14
1.74,0.73,18.51,24.91,1.72,4.12
1.82,0.27,18.50,24.91,1.71,4.10
1.77,0.16,18.47,24.90,1.67,4.07
1.77,0.15,18.43,24.89,1.63,4.05
1.78,0.33,18.39,24.89,1.58,4.03
1.98,0.35,18.38,24.88,1.56,4.01
1.55,0.38,18.39,24.87,1.57,3.99
1.56,0.20,18.37,24.86,1.54,3.96
1.57,0.37,18.34,24.86,1.51,3.94
1.68,0.16,18.32,24.85,1.48,3.92
1.67,0.28,18.32,24.84,1.48,3.90
1.83,0.74,18.32,24.84,1.47,3.88
1.58,0.60,18.29,24.84,1.44,3.87
1.82,-0.35,18.28,24.83,1.42,3.84
1.65,0.00,18.28,24.82,1.42,3.82
2.06,0.28,18.27,24.82,1.40,3.80
1.80,0.34,18.26,24.81,1.39,3.78
1.63,0.18,18.27,24.80,1.39,3.75
1.80,0.24,18.25,24.79,1.37,3.73
1.75,0.58,18.23,24.78,1.34,3.71
1.74,-0.03,18.21,24.78,1.32,3.69
1.85,0.54,18.20,24.77,1.30,3.67
1.71,0.00,18.20,24.76,1.29,3.65
1.84,0.21,18.20,24.77,1.29,3.64
1.95,0.18,18.19,24.76,1.28,3.61
1.92,0.30,18.17,24.75,1.25,3.59
1.31,0.30,18.15,24.73,1.23,3.56
1.53,0.40,18.13,24.72,1.21,3.54
1.73,0.40,18.13,24.71,1.20,3.51
1.75,0.12,18.13,24.70,1.19,3.50
1.63,0.40,18.12,24.70,1.18,3.48
1.69,0.22,18.12,24.70,1.17,3.46
1.68,0.59,18.10,24.69,1.16,3.44
1.95,0.57,18.09,24.69,1.14,3.43
1.71,0.14,18.08,24.68,1.13,3.41
1.74,0.58,18.07,24.68,1.11,3.39
1.31,0.30,18.06,24.67,1.09,3.38
1.85,0.25,18.05,24.67,1.08,3.36
1.95,0.28,18.03,24.66,1.07,3.34
1.73,0.19,18.02,24.66,1.05,3.33
1.35,0.21,18.01,24.65,1.03,3.31
1.63,-0.34,17.99,24.65,1.01,3.29
2.04,0.13,17.98,24.64,1.00,3.27
2.02,0.30,17.96,24.64,0.98,3.26
1.66,0.22,17.95,24.64,0.97,3.24
1.84,0.49,17.94,24.63,0.95,3.22
1.90,0.25,17.92,24.63,0.93,3.21
1.74,0.06,17.92,24.62,0.92,3.19
1.63,0.18,17.91,24.62,0.91,3.17
2.05,0.24,17.91,24.61,0.91,3.16
1.48,0.09,17.89,24.61,0.89,3.14
2.52,0.60,17.82,24.60,0.82,3.12
2.16,0.58,17.80,24.60,0.79,3.11
1.51,0.27,17.80,24.59,0.80,3.09
1.82,0.19,17.78,24.58,0.77,3.07
1.58,0.43,17.77,24.58,0.76,3.05
1.45,0.12,17.77,24.57,0.75,3.04
1.72,0.10,17.75,24.56,0.74,3.02
1.99,0.48,17.74,24.55,0.72,2.99
1.78,0.63,17.73,24.55,0.71,2.98
1.72,0.10,17.72,24.55,0.69,2.97
1.56,0.83,17.70,24.54,0.67,2.95
1.49,0.39,17.69,24.54,0.66,2.94
1.92,0.15,17.68,24.53,0.65,2.92
1.59,0.34,17.66,24.52,0.63,2.90
1.71,0.27,17.65,24.51,0.61,2.88
1.84,0.57,17.63,24.51,0.60,2.86
1.55,-0.12,17.62,24.50,0.58,2.85
1.59,0.56,17.61,24.49,0.57,2.83
1.97,0.07,17.59,24.49,0.55,2.81
1.54,0.06,17.58,24.49,0.53,2.80
1.72,0.01,17.56,24.48,0.52,2.78
1.48,0.55,17.55,24.47,0.50,2.77
1.79,0.36,17.54,24.46,0.49,2.74
1.27,0.40,17.53,24.45,0.48,2.73
1.65,0.10,17.51,24.45,0.46,2.71
1.78,0.28,17.50,24.44,0.45,2.69
1.96,0.43,17.49,24.43,0.43,2.68
1.78,0.06,17.47,24.43,0.42,2.66
1.43,0.39,17.46,24.42,0.40,2.65
1.60,0.36,17.45,24.41,0.39,2.63
1.63,0.15,17.44,24.41,0.38,2.62
1.40,0.18,17.43,24.40,0.36,2.60
1.55,0.55,17.41,24.39,0.35,2.58
2.00,0.28,17.40,24.39,0.34,2.57
1.61,0.07,17.39,24.38,0.33,2.55
1.70,0.36,17.38,24.38,0.32,2.54
1.78,0.32,17.37,24.37,0.30,2.52
1.56,0.30,17.36,24.36,0.29,2.50
1.73,0.24,17.34,24.35,0.27,2.49
1.58,0.08,17.33,24.35,0.26,2.47
1.66,0.17,17.32,24.34,0.25,2.46
1.77,0.19,17.30,24.34,0.23,2.45
1.56,0.33,17.29,24.34,0.22,2.43
1.58,0.21,17.28,24.33,0.21,2.42
1.82,0.11,17.26,24.33,0.19,2.40
1.28,0.13,17.25,24.32,0.18,2.39
1.84,0.30,17.23,24.31,0.16,2.37
1.93,0.07,17.21,24.30,0.14,2.35
1.81,0.12,17.19,24.29,0.13,2.33
1.76,0.00,17.18,24.28,0.11,2.31
1.94,0.45,17.17,24.28,0.10,2.31
1.92,0.36,17.16,24.28,0.09,2.30
1.77,0.19,17.15,24.27,0.08,2.28
1.97,0.21,17.14,24.27,0.08,2.26
1.77,0.15,17.12,24.26,0.06,2.25
1.76,0.45,17.11,24.25,0.05,2.23
1.43,-0.07,17.09,24.25,0.03,2.22
1.31,0.13,17.07,24.24,0.01,2.20
1.39,0.16,17.07,24.23,0.00,2.19
1.63,0.51,17.06,24.22,-0.01,2.17
1.68,0.25,17.04,24.21,-0.02,2.15
1.71,0.42,17.03,24.21,-0.03,2.14
1.87,0.53,17.02,24.21,-0.04,2.13
1.83,0.17,17.00,24.20,-0.06,2.12
1.71,0.13,17.00,24.20,-0.06,2.11
1.72,0.46,16.98,24.19,-0.08,2.10
1.69,0.12,16.97,24.18,-0.09,2.08
1.51,0.43,16.96,24.17,-0.10,2.06
1.54,0.00,16.94,24.16,-0.11,2.05
1.80,0.35,16.93,24.16,-0.13,2.04
1.61,0.53,16.91,24.15,-0.14,2.02
2.00,0.55,16.90,24.15,-0.15,2.01
1.79,0.63,16.89,24.14,-0.17,1.99
1.84,0.30,16.87,24.13,-0.18,1.98
1.57,-0.13,16.87,24.13,-0.18,1.97
1.69,0.28,16.85,24.13,-0.19,1.96
1.36,0.33,16.85,24.12,-0.20,1.95
2.00,0.33,16.83,24.11,-0.21,1.94
1.64,0.03,16.82,24.11,-0.22,1.92
1.56,0.48,16.80,24.10,-0.24,1.91
1.69,0.09,16.79,24.09,-0.25,1.89
1.78,0.69,16.77,24.08,-0.27,1.88
1.75,0.37,16.75,24.07,-0.28,1.86
1.71,0.34,16.74,24.07,-0.30,1.86
